,username,avg_comment_similarity,avg_toxicity,avg_reply_speed,avg_comment_time_interval,comment_intervals
10,lraynor6,0.4005128130084837,0.2542206842568703,0 days 12:12:42,18 days 12:07:06,"[datetime.timedelta(seconds=9897), datetime.timedelta(seconds=570), datetime.timedelta(days=34, seconds=45142), datetime.timedelta(days=2, seconds=41875), datetime.timedelta(days=74, seconds=66778), datetime.timedelta(days=20, seconds=60310), datetime.timedelta(days=1, seconds=29618), datetime.timedelta(days=94, seconds=84503), datetime.timedelta(seconds=82431), datetime.timedelta(seconds=25), datetime.timedelta(days=3, seconds=66611), datetime.timedelta(days=2, seconds=819), datetime.timedelta(days=18, seconds=4211), datetime.timedelta(days=5, seconds=31578)]"
11,AdministrativeMost45,0.7208775303179021,0.2603508206627642,0 days 04:10:52,0 days 11:23:06,"[datetime.timedelta(seconds=67998), datetime.timedelta(seconds=9459), datetime.timedelta(days=1, seconds=73026), datetime.timedelta(seconds=6090), datetime.timedelta(days=1, seconds=78032), datetime.timedelta(seconds=7610), datetime.timedelta(seconds=10821), datetime.timedelta(seconds=400), datetime.timedelta(seconds=74), datetime.timedelta(seconds=276), datetime.timedelta(seconds=146), datetime.timedelta(days=1, seconds=9435), datetime.timedelta(seconds=50510), datetime.timedelta(seconds=727)]"
12,not-the-fake-DG,0.5389545267798191,0.22682334923495848,0 days 08:12:42,0 days 17:13:52,"[datetime.timedelta(seconds=697), datetime.timedelta(seconds=162), datetime.timedelta(days=1, seconds=83980), datetime.timedelta(seconds=259), datetime.timedelta(days=1, seconds=81083), datetime.timedelta(seconds=371), datetime.timedelta(days=1, seconds=55000), datetime.timedelta(seconds=766), datetime.timedelta(seconds=36703), datetime.timedelta(seconds=549), datetime.timedelta(days=2, seconds=33079), datetime.timedelta(seconds=48758), datetime.timedelta(seconds=1076), datetime.timedelta(days=1, seconds=7559)]"
13,EarlOfMarr,0.32781232234089724,0.16374891785283882,0 days 06:50:48,1 days 15:42:59,"[datetime.timedelta(days=2, seconds=84053), datetime.timedelta(days=1, seconds=39797), datetime.timedelta(seconds=55304), datetime.timedelta(seconds=41117), datetime.timedelta(days=1, seconds=36716), datetime.timedelta(days=1, seconds=35639), datetime.timedelta(days=5, seconds=2252), datetime.timedelta(seconds=56121), datetime.timedelta(days=5, seconds=37505), datetime.timedelta(seconds=33392), datetime.timedelta(seconds=49), datetime.timedelta(days=2, seconds=13601), datetime.timedelta(days=1, seconds=9712), datetime.timedelta(seconds=1253)]"
14,Far_Iron,0.5163050384337371,0.11331840328639373,0 days 09:52:35,2 days 01:46:36,"[datetime.timedelta(days=7, seconds=5881), datetime.timedelta(seconds=122), datetime.timedelta(days=3, seconds=33983), datetime.timedelta(seconds=139), datetime.timedelta(days=2, seconds=10411), datetime.timedelta(days=6, seconds=44697), datetime.timedelta(days=1, seconds=42114), datetime.timedelta(seconds=158), datetime.timedelta(days=4, seconds=29336), datetime.timedelta(seconds=188), datetime.timedelta(days=3, seconds=6400), datetime.timedelta(days=1, seconds=132), datetime.timedelta(seconds=1984), datetime.timedelta(seconds=393)]"
15,a_distantmemory,0.44148627843546184,0.060116148786619306,228 days 19:31:37,0 days 02:47:00,"[datetime.timedelta(seconds=14289), datetime.timedelta(seconds=6767), datetime.timedelta(seconds=5039), datetime.timedelta(seconds=38110), datetime.timedelta(seconds=1005), datetime.timedelta(seconds=4211), datetime.timedelta(seconds=840), datetime.timedelta(seconds=95), datetime.timedelta(seconds=28009), datetime.timedelta(seconds=40014), datetime.timedelta(seconds=155), datetime.timedelta(seconds=673), datetime.timedelta(seconds=1045), datetime.timedelta(seconds=34)]"
16,Confettiman,0.5196695140350438,0.13486420268115276,0 days 01:05:01,0 days 09:27:03,"[datetime.timedelta(seconds=729), datetime.timedelta(seconds=73), datetime.timedelta(seconds=1421), datetime.timedelta(seconds=171), datetime.timedelta(days=1, seconds=77119), datetime.timedelta(seconds=40170), datetime.timedelta(seconds=4139), datetime.timedelta(seconds=315), datetime.timedelta(seconds=3384), datetime.timedelta(seconds=7615), datetime.timedelta(seconds=401), datetime.timedelta(seconds=77430), datetime.timedelta(seconds=26332), datetime.timedelta(days=1, seconds=64219)]"
17,empathetical,0.7423401776424396,0.08260728484407688,0 days 04:03:05,0 days 03:32:21,"[datetime.timedelta(seconds=12863), datetime.timedelta(seconds=136), datetime.timedelta(seconds=1259), datetime.timedelta(seconds=345), datetime.timedelta(seconds=140), datetime.timedelta(seconds=975), datetime.timedelta(seconds=1218), datetime.timedelta(seconds=116), datetime.timedelta(seconds=1387), datetime.timedelta(seconds=10921), datetime.timedelta(seconds=32448), datetime.timedelta(days=1, seconds=11208), datetime.timedelta(seconds=461), datetime.timedelta(seconds=18497)]"
18,electron65,0.3958623424789929,0.09103794367983938,0 days 08:35:35,0 days 11:44:49,"[datetime.timedelta(seconds=78010), datetime.timedelta(seconds=36078), datetime.timedelta(days=1, seconds=20966), datetime.timedelta(days=1, seconds=27954), datetime.timedelta(seconds=74561), datetime.timedelta(seconds=5252), datetime.timedelta(seconds=315), datetime.timedelta(seconds=83456), datetime.timedelta(seconds=404), datetime.timedelta(seconds=536), datetime.timedelta(seconds=57539), datetime.timedelta(seconds=30836), datetime.timedelta(seconds=172), datetime.timedelta(seconds=3172)]"
19,WillowShoddy7846,0.5378350392718635,0.07832413761643693,0 days 00:24:22,0 days 16:51:24,"[datetime.timedelta(seconds=76737), datetime.timedelta(seconds=32), datetime.timedelta(seconds=382), datetime.timedelta(seconds=379), datetime.timedelta(seconds=5496), datetime.timedelta(seconds=23214), datetime.timedelta(seconds=1271), datetime.timedelta(seconds=86137), datetime.timedelta(seconds=5296), datetime.timedelta(days=1, seconds=28554), datetime.timedelta(seconds=63077), datetime.timedelta(days=3, seconds=46367), datetime.timedelta(seconds=8116), datetime.timedelta(days=1, seconds=72511)]"
